label,metric,mean,std,min,max,range,cv
holdout_friesland,DARD,0.40575613828196555,0.008467911754232968,0.3914742679028611,0.4197578213150225,0.028283553412161377,0.02086946063240699
holdout_friesland,DailyLoc,0.13316311443100343,0.006052661201788177,0.12195830993499131,0.14570157072089265,0.023743260785901346,0.04545298619404308
holdout_friesland,SD,0.026220163716183874,0.003144807093914579,0.022439690682640633,0.031707010057395284,0.00926731937475465,0.11993849954390291
holdout_friesland,SI,0.061929300287412004,0.005793988711276011,0.05146343726633203,0.07118029774086636,0.01971686047453433,0.09355811682654713
holdout_friesland,bigram_jsd,0.29510889751750413,0.007879860298848422,0.28208749478524936,0.3116943003520015,0.02960680556675216,0.026701534129044805
holdout_friesland,departure_jsd,0.07740259238715755,0.005927116112657286,0.06796442618731197,0.0894705309840772,0.021506104796765235,0.07657516279313532
holdout_friesland,departure_wass,56.088348065589926,5.058170437679782,47.58251982615346,64.1887766536646,16.606256827511146,0.09018219669733789
holdout_friesland,duration_jsd,0.1086569374191825,0.010685152048707265,0.09060302806505821,0.1317131717960602,0.041110143731002,0.09833842460960886
holdout_friesland,duration_wass,38.87032913135909,2.716149060943811,34.2889700283969,43.94358179875849,9.654611770361583,0.069877181944223
holdout_friesland,log_likelihood,,,,,,
holdout_friesland,participation_jsd,0.05273587674252165,0.003750400659196549,0.04436856494041569,0.05967199511117999,0.015303430170764298,0.07111668357212596
holdout_utrecht,DARD,0.3243899441253859,0.00872203144857937,0.30662674932533995,0.3391486199136851,0.03252187058834516,0.026887490215196243
holdout_utrecht,DailyLoc,0.13344180476540307,0.0061183137395690685,0.12271486808981945,0.147137984871265,0.024423116781445556,0.045850052390443534
holdout_utrecht,SD,0.012863909072144315,0.0023700406974519425,0.00952986919189507,0.017899014024977136,0.008369144833082065,0.18423954057511657
holdout_utrecht,SI,0.0720553851936648,0.005993172094620757,0.06099864339873646,0.08069362346413876,0.019694980065402302,0.08317452024595774
holdout_utrecht,bigram_jsd,0.2616204673289973,0.007148267152777772,0.24928542042579932,0.273335588790653,0.024050168364853686,0.027323042519408716
holdout_utrecht,departure_jsd,0.06664697508123477,0.005264109112872011,0.059482168070565423,0.07763941053527543,0.018157242464710004,0.07898496678139834
holdout_utrecht,departure_wass,45.34399358900087,4.54617322667829,37.82295424113104,53.24735289718885,15.424398656057804,0.10025965661262486
holdout_utrecht,duration_jsd,0.07615718092376356,0.00761536990924886,0.06494504503347388,0.09098361608236279,0.026038571048888903,0.09999542809852896
holdout_utrecht,duration_wass,35.239537873357875,2.5662173937507484,31.72696780682433,40.50392388262885,8.776956075804517,0.07282210688951413
holdout_utrecht,log_likelihood,,,,,,
holdout_utrecht,participation_jsd,0.04311766787945403,0.0033213424625055305,0.035483224346919626,0.04935052856022016,0.013867304213300534,0.07702973342137044
train_10provinces,DARD,0.31780952084654773,0.009337664764706568,0.29612686989899845,0.3328217929016836,0.036694923002685176,0.029381324825744282
train_10provinces,DailyLoc,0.1368822310510224,0.006410504416087471,0.12575842911480078,0.1510431170745943,0.025284687959793523,0.04683226133053001
train_10provinces,SD,0.010487619484969228,0.0019218425437510789,0.007963132779346273,0.014648135560595915,0.006685002781249642,0.18324869113581477
train_10provinces,SI,0.06850877178961583,0.006071405257807885,0.05751830355843974,0.07759285114972089,0.020074547591281154,0.08862230484079638
train_10provinces,bigram_jsd,0.26803653617043505,0.007884089224191903,0.2534167978696314,0.2805218687781439,0.027105070908512496,0.029414233361002275
train_10provinces,departure_jsd,0.06487242581799599,0.005555991802625897,0.056882632051515836,0.07573115255578516,0.018848520504269328,0.08564489045335857
train_10provinces,departure_wass,51.847311831582815,4.979333968820166,43.684584804973355,60.03277232127693,16.348187516303575,0.09603842114311899
train_10provinces,duration_jsd,0.0741249743304108,0.008152632315958544,0.06099362271606904,0.0872575646779738,0.026263941961904756,0.10998495971976091
train_10provinces,duration_wass,40.23673715878495,2.6086487470411606,36.94197175295104,45.79811802617062,8.85614627321958,0.06483251205848858
train_10provinces,log_likelihood,-1.2176143262852934,0.0,-1.2176143262852934,-1.2176143262852934,0.0,0.0
train_10provinces,participation_jsd,0.04904204534969685,0.003559633321116804,0.040781405933243774,0.055390558073663276,0.014609152140419503,0.07258329655165592
